position_id,delivery_time,direction,volume_mwh,trade_price_eur_mwh
POS-00399,2025-12-22 01:45:00+00:00,SELL,55.81,44.06
POS-00400,2025-12-22 09:15:00+00:00,SELL,74.63,63.24
POS-00401,2025-12-22 19:00:00+00:00,BUY,31.1,94.09
POS-00402,2025-12-23 10:45:00+00:00,SELL,61.64,87.76
POS-00403,2025-12-23 13:00:00+00:00,BUY,26.13,96.96
POS-00404,2025-12-23 23:30:00+00:00,BUY,45.69,92.26
POS-00405,2025-12-23 23:45:00+00:00,BUY,59.52,70.97
POS-00406,2025-12-24 05:45:00+00:00,SELL,21.09,77.22
POS-00407,2025-12-24 15:00:00+00:00,SELL,9.89,108.28
POS-00408,2025-12-24 15:45:00+00:00,SELL,68.28,109.37
POS-00409,2025-12-25 04:45:00+00:00,BUY,69.72,73.66
POS-00410,2025-12-25 05:00:00+00:00,SELL,58.25,67.37
POS-00411,2025-12-25 08:00:00+00:00,SELL,30.71,92.2
POS-00412,2025-12-25 09:00:00+00:00,SELL,57.65,91.27
POS-00413,2025-12-25 09:45:00+00:00,SELL,11.71,78.63
POS-00414,2025-12-25 10:30:00+00:00,BUY,58.0,99.13
POS-00415,2025-12-25 17:15:00+00:00,BUY,51.1,103.45
POS-00416,2025-12-25 19:30:00+00:00,SELL,54.38,109.06
POS-00417,2025-12-25 21:00:00+00:00,SELL,40.76,108.39
POS-00418,2025-12-25 23:00:00+00:00,BUY,23.01,69.91
POS-00419,2025-12-26 05:15:00+00:00,SELL,63.07,67.06
POS-00420,2025-12-26 05:45:00+00:00,BUY,42.13,60.24
POS-00421,2025-12-26 11:00:00+00:00,SELL,64.63,93.02
POS-00422,2025-12-26 18:30:00+00:00,SELL,34.13,81.52
POS-00423,2025-12-27 04:15:00+00:00,BUY,12.02,58.81
POS-00424,2025-12-27 04:45:00+00:00,SELL,48.4,47.55
POS-00425,2025-12-27 10:00:00+00:00,BUY,54.82,85.08
POS-00426,2025-12-27 18:30:00+00:00,SELL,78.74,94.97
POS-00427,2025-12-27 21:15:00+00:00,BUY,76.02,62.95
POS-00428,2025-12-28 00:45:00+00:00,BUY,9.57,64.81
POS-00429,2025-12-28 02:00:00+00:00,SELL,66.75,51.71
POS-00430,2025-12-28 05:00:00+00:00,BUY,25.91,58.68
POS-00431,2025-12-28 05:15:00+00:00,SELL,60.78,59.15
POS-00432,2025-12-28 09:15:00+00:00,BUY,35.36,105.81
POS-00433,2025-12-28 11:45:00+00:00,SELL,30.77,77.28
POS-00434,2025-12-28 17:30:00+00:00,SELL,44.06,91.61
POS-00435,2025-12-28 18:00:00+00:00,SELL,47.44,82.72
POS-00436,2025-12-28 22:15:00+00:00,BUY,60.56,63.93
POS-00437,2025-12-29 00:00:00+00:00,BUY,56.03,83.7
POS-00438,2025-12-29 05:45:00+00:00,SELL,59.26,108.77
POS-00439,2025-12-29 19:30:00+00:00,SELL,35.73,91.89
POS-00440,2025-12-29 20:15:00+00:00,BUY,59.19,114.62
POS-00441,2025-12-30 01:15:00+00:00,SELL,32.63,64.45
POS-00442,2025-12-30 07:45:00+00:00,BUY,53.6,75.88
POS-00443,2025-12-30 10:00:00+00:00,BUY,41.76,96.7
POS-00444,2025-12-30 16:15:00+00:00,SELL,50.02,105.01
POS-00445,2025-12-31 05:45:00+00:00,BUY,6.4,63.78
POS-00446,2026-01-01 07:00:00+00:00,BUY,44.9,121.82
POS-00447,2026-01-01 09:00:00+00:00,SELL,22.6,67.36
POS-00448,2026-01-01 09:30:00+00:00,SELL,35.87,114.68
POS-00449,2026-01-01 10:00:00+00:00,SELL,10.9,86.15
POS-00450,2026-01-01 11:15:00+00:00,SELL,57.55,-14.67
POS-00451,2026-01-01 14:30:00+00:00,BUY,76.48,107.26
POS-00452,2026-01-01 17:15:00+00:00,SELL,33.37,112.8
POS-00453,2026-01-01 19:00:00+00:00,SELL,13.41,108.46
POS-00454,2026-01-02 00:45:00+00:00,SELL,54.62,57.27
POS-00455,2026-01-02 05:00:00+00:00,SELL,15.16,79.54
POS-00456,2026-01-02 17:00:00+00:00,BUY,76.33,76.22
POS-00457,2026-01-02 19:00:00+00:00,SELL,14.8,139.59
POS-00458,2026-01-02 21:00:00+00:00,BUY,33.95,111.36
POS-00459,2026-01-02 23:30:00+00:00,SELL,44.57,98.66
POS-00460,2026-01-03 01:15:00+00:00,BUY,14.43,72.4
POS-00461,2026-01-03 05:30:00+00:00,BUY,30.5,57.12
POS-00462,2026-01-03 06:45:00+00:00,SELL,27.02,68.33
POS-00463,2026-01-03 07:45:00+00:00,BUY,62.06,63.98
POS-00464,2026-01-03 12:30:00+00:00,BUY,83.9,81.86
POS-00465,2026-01-03 17:45:00+00:00,SELL,34.03,104.85
POS-00466,2026-01-03 18:30:00+00:00,BUY,68.26,89.89
POS-00467,2026-01-03 22:45:00+00:00,SELL,16.23,50.71
POS-00468,2026-01-04 08:45:00+00:00,SELL,51.39,61.63
POS-00469,2026-01-04 11:00:00+00:00,BUY,39.62,104.26
POS-00470,2026-01-04 14:15:00+00:00,SELL,28.05,107.41
POS-00471,2026-01-04 18:30:00+00:00,BUY,70.74,78.19
POS-00472,2026-01-04 19:30:00+00:00,BUY,64.71,105.87
POS-00473,2026-01-05 03:45:00+00:00,SELL,15.72,93.43
POS-00474,2026-01-05 12:15:00+00:00,SELL,28.39,76.11
POS-00475,2026-01-05 22:45:00+00:00,SELL,70.56,56.74
POS-00476,2026-01-06 02:30:00+00:00,SELL,84.39,43.56
POS-00477,2026-01-06 05:15:00+00:00,SELL,53.93,85.76
POS-00478,2026-01-06 07:30:00+00:00,SELL,74.74,110.34
POS-00479,2026-01-06 08:15:00+00:00,BUY,83.74,93.44
POS-00480,2026-01-06 09:45:00+00:00,BUY,64.24,92.71
POS-00481,2026-01-07 04:45:00+00:00,BUY,56.58,67.79
POS-00482,2026-01-07 05:00:00+00:00,BUY,22.7,76.44
POS-00483,2026-01-07 20:15:00+00:00,BUY,34.63,74.37
POS-00484,2026-01-08 15:45:00+00:00,SELL,54.88,-10.26
POS-00485,2026-01-08 21:45:00+00:00,BUY,79.11,87.98
POS-00486,2026-01-09 01:00:00+00:00,BUY,29.15,72.68
POS-00487,2026-01-09 02:45:00+00:00,BUY,36.62,78.98
POS-00488,2026-01-09 05:00:00+00:00,SELL,6.78,77.17
POS-00489,2026-01-09 08:30:00+00:00,SELL,60.74,114.13
POS-00490,2026-01-09 09:00:00+00:00,SELL,40.49,73.39
POS-00491,2026-01-09 09:30:00+00:00,BUY,68.82,99.37
POS-00492,2026-01-10 02:00:00+00:00,BUY,23.69,52.69
POS-00493,2026-01-10 06:00:00+00:00,SELL,57.77,69.23
POS-00494,2026-01-10 14:00:00+00:00,BUY,58.85,100.51
POS-00495,2026-01-10 17:45:00+00:00,SELL,42.15,77.39
POS-00496,2026-01-10 19:00:00+00:00,BUY,20.09,81.21
POS-00497,2026-01-10 19:45:00+00:00,SELL,37.23,72.45
POS-00498,2026-01-10 23:45:00+00:00,BUY,64.6,48.26
POS-00499,2026-01-11 04:00:00+00:00,BUY,20.13,76.23
POS-00500,2026-01-11 06:00:00+00:00,BUY,12.2,94.64
POS-00501,2026-01-11 10:15:00+00:00,BUY,42.02,91.83
POS-00502,2026-01-12 04:00:00+00:00,SELL,23.76,80.37
POS-00503,2026-01-12 04:45:00+00:00,SELL,69.04,74.92
POS-00504,2026-01-12 06:45:00+00:00,BUY,70.38,70.04
POS-00505,2026-01-12 10:00:00+00:00,SELL,80.62,98.5
POS-00506,2026-01-13 04:45:00+00:00,BUY,72.18,53.67
POS-00507,2026-01-13 08:15:00+00:00,BUY,56.8,82.89
POS-00508,2026-01-13 08:30:00+00:00,SELL,19.96,78.53
POS-00509,2026-01-14 02:30:00+00:00,BUY,70.84,45.73
POS-00510,2026-01-14 03:45:00+00:00,BUY,63.25,52.42
POS-00511,2026-01-14 07:45:00+00:00,SELL,64.75,78.19
POS-00512,2026-01-14 11:00:00+00:00,SELL,60.79,78.67
POS-00513,2026-01-14 11:15:00+00:00,BUY,71.4,97.39
POS-00514,2026-01-14 18:00:00+00:00,SELL,28.83,117.09
POS-00515,2026-01-14 19:15:00+00:00,SELL,58.8,101.72
POS-00516,2026-01-14 21:30:00+00:00,BUY,46.38,72.71
POS-00517,2026-01-14 22:45:00+00:00,BUY,32.03,62.38
POS-00518,2026-01-15 09:00:00+00:00,SELL,31.15,78.86
POS-00519,2026-01-15 10:45:00+00:00,BUY,17.44,91.59
POS-00520,2026-01-15 11:45:00+00:00,SELL,44.32,105.84
POS-00521,2026-01-15 12:15:00+00:00,BUY,34.5,109.75
POS-00522,2026-01-15 16:30:00+00:00,SELL,38.72,121.0
POS-00523,2026-01-16 03:00:00+00:00,BUY,73.13,51.69
POS-00524,2026-01-16 07:15:00+00:00,BUY,59.52,85.4
POS-00525,2026-01-17 00:00:00+00:00,BUY,59.42,55.83
POS-00526,2026-01-17 00:45:00+00:00,SELL,83.72,41.1
POS-00527,2026-01-17 08:15:00+00:00,BUY,22.43,56.85
POS-00528,2026-01-17 17:00:00+00:00,SELL,45.63,82.02
POS-00529,2026-01-17 18:00:00+00:00,BUY,12.4,111.34
POS-00530,2026-01-17 21:30:00+00:00,BUY,36.42,61.43
POS-00531,2026-01-17 22:00:00+00:00,BUY,81.03,50.87
POS-00532,2026-01-18 02:15:00+00:00,BUY,11.87,64.51
POS-00533,2026-01-18 02:45:00+00:00,BUY,65.62,55.72
POS-00534,2026-01-18 15:00:00+00:00,SELL,74.23,84.5
POS-00535,2026-01-18 16:30:00+00:00,SELL,45.72,112.65
POS-00536,2026-01-19 05:45:00+00:00,BUY,68.81,73.01
POS-00537,2026-01-19 16:15:00+00:00,BUY,40.28,129.72
POS-00538,2026-01-19 22:45:00+00:00,BUY,33.27,64.75
POS-00539,2026-01-20 04:15:00+00:00,SELL,45.46,56.97
POS-00540,2026-01-20 11:30:00+00:00,BUY,20.58,78.01
POS-00541,2026-01-20 14:00:00+00:00,SELL,29.6,94.4
POS-00542,2026-01-20 18:15:00+00:00,SELL,29.43,95.64
POS-00543,2026-01-20 20:30:00+00:00,SELL,84.07,71.72
POS-00544,2026-01-20 21:00:00+00:00,SELL,31.81,73.44
POS-00545,2026-01-20 22:30:00+00:00,SELL,23.31,43.88
POS-00546,2026-01-21 02:00:00+00:00,BUY,80.18,14.19
POS-00547,2026-01-21 08:30:00+00:00,BUY,16.09,77.32
POS-00548,2026-01-21 16:45:00+00:00,BUY,82.26,74.97
POS-00549,2026-01-21 17:00:00+00:00,BUY,73.26,107.24
POS-00550,2026-01-21 17:15:00+00:00,BUY,56.76,134.36
POS-00551,2026-01-22 00:30:00+00:00,BUY,39.22,64.27
POS-00552,2026-01-22 03:30:00+00:00,SELL,20.78,44.61
POS-00553,2026-01-22 04:00:00+00:00,BUY,13.5,73.42
POS-00554,2026-01-22 08:45:00+00:00,BUY,13.29,70.04
POS-00555,2026-01-22 17:15:00+00:00,BUY,32.93,106.13
POS-00556,2026-01-23 05:15:00+00:00,BUY,37.57,61.95
POS-00557,2026-01-23 09:45:00+00:00,SELL,78.9,63.35
POS-00558,2026-01-24 01:00:00+00:00,BUY,47.9,47.64
POS-00559,2026-01-24 03:45:00+00:00,BUY,84.25,219.34
POS-00560,2026-01-24 06:30:00+00:00,BUY,62.67,62.23
POS-00561,2026-01-24 07:15:00+00:00,BUY,16.7,65.89
POS-00562,2026-01-24 13:00:00+00:00,BUY,49.29,78.62
POS-00563,2026-01-24 14:30:00+00:00,BUY,17.75,94.3
POS-00564,2026-01-24 15:00:00+00:00,BUY,8.14,94.58
POS-00565,2026-01-25 03:30:00+00:00,BUY,80.5,42.97
POS-00566,2026-01-25 05:45:00+00:00,SELL,32.03,61.83
POS-00567,2026-01-25 12:45:00+00:00,BUY,20.17,63.92
POS-00568,2026-01-25 17:15:00+00:00,SELL,13.14,80.96
POS-00569,2026-01-25 18:00:00+00:00,BUY,57.17,114.6
POS-00570,2026-01-25 21:00:00+00:00,BUY,41.89,52.43
POS-00571,2026-01-25 23:15:00+00:00,SELL,5.93,22.8
POS-00572,2026-01-26 12:00:00+00:00,BUY,62.21,101.45
POS-00573,2026-01-26 12:45:00+00:00,SELL,25.53,91.31
POS-00574,2026-01-26 13:15:00+00:00,SELL,67.44,83.83
POS-00575,2026-01-26 13:30:00+00:00,SELL,44.09,92.1
POS-00576,2026-01-26 16:30:00+00:00,BUY,47.85,110.93
POS-00577,2026-01-26 18:30:00+00:00,SELL,41.58,97.45
POS-00578,2026-01-27 01:15:00+00:00,SELL,59.08,53.13
POS-00579,2026-01-27 07:45:00+00:00,SELL,84.2,50.02
POS-00580,2026-01-27 16:30:00+00:00,BUY,68.83,79.17
POS-00581,2026-01-28 05:15:00+00:00,SELL,10.53,48.14
POS-00582,2026-01-28 11:45:00+00:00,SELL,44.58,103.96
POS-00583,2026-01-28 18:15:00+00:00,BUY,23.74,98.91
POS-00584,2026-01-29 07:15:00+00:00,BUY,13.19,69.11
POS-00585,2026-01-29 07:45:00+00:00,BUY,20.61,52.06
POS-00586,2026-01-29 11:30:00+00:00,SELL,24.85,66.88
POS-00587,2026-01-29 12:15:00+00:00,SELL,81.78,86.64
POS-00588,2026-01-29 17:30:00+00:00,SELL,64.59,88.49
POS-00589,2026-01-29 21:00:00+00:00,SELL,73.24,71.18
POS-00590,2026-01-30 04:00:00+00:00,SELL,60.91,50.09
POS-00591,2026-01-30 05:45:00+00:00,SELL,30.25,92.15
POS-00592,2026-01-30 12:45:00+00:00,SELL,36.29,91.28
POS-00593,2026-01-30 17:15:00+00:00,SELL,40.25,81.64
POS-00594,2026-01-30 21:00:00+00:00,SELL,28.47,49.34
POS-00595,2026-01-31 01:15:00+00:00,BUY,38.72,7.51
POS-00596,2026-01-31 04:45:00+00:00,BUY,66.69,31.17
POS-00597,2026-01-31 06:00:00+00:00,BUY,11.06,50.94
POS-00598,2026-01-31 12:00:00+00:00,SELL,27.13,91.14
POS-00599,2026-01-31 14:30:00+00:00,SELL,43.32,78.75
POS-00600,2026-01-31 14:45:00+00:00,BUY,59.1,90.4
POS-00601,2026-01-31 17:45:00+00:00,SELL,56.67,87.35
POS-00602,2026-02-01 02:30:00+00:00,SELL,63.0,29.93
POS-00603,2026-02-01 03:00:00+00:00,BUY,13.42,46.68
POS-00604,2026-02-01 04:00:00+00:00,BUY,19.46,21.45
POS-00605,2026-02-01 12:45:00+00:00,BUY,29.72,67.37
POS-00606,2026-02-01 23:15:00+00:00,BUY,27.54,18.27
POS-00607,2026-02-01 23:30:00+00:00,BUY,65.45,73.4
POS-00608,2026-02-02 13:30:00+00:00,BUY,84.47,123.32
POS-00609,2026-02-02 15:00:00+00:00,SELL,59.65,86.02
POS-00610,2026-02-02 18:45:00+00:00,BUY,7.64,58.55
POS-00611,2026-02-02 22:30:00+00:00,SELL,28.81,46.85
POS-00612,2026-02-03 02:30:00+00:00,SELL,69.24,39.64
POS-00613,2026-02-03 06:45:00+00:00,SELL,78.95,85.66
POS-00614,2026-02-03 08:00:00+00:00,BUY,52.59,67.87
POS-00615,2026-02-03 09:45:00+00:00,BUY,32.91,82.26
POS-00616,2026-02-03 11:15:00+00:00,SELL,33.41,73.22
POS-00617,2026-02-03 20:15:00+00:00,BUY,55.68,76.62
POS-00618,2026-02-04 11:00:00+00:00,BUY,74.14,85.59
POS-00619,2026-02-04 14:15:00+00:00,SELL,32.27,73.85
POS-00620,2026-02-04 15:00:00+00:00,SELL,20.26,79.58
POS-00621,2026-02-04 18:00:00+00:00,BUY,5.22,78.9
POS-00622,2026-02-04 23:15:00+00:00,BUY,16.0,41.79
POS-00623,2026-02-04 23:45:00+00:00,SELL,73.1,42.28
POS-00624,2026-02-05 05:45:00+00:00,BUY,54.97,52.52
POS-00625,2026-02-05 20:00:00+00:00,SELL,84.25,53.5
POS-00626,2026-02-05 21:00:00+00:00,BUY,10.56,38.77
POS-00627,2026-02-06 03:00:00+00:00,SELL,34.28,54.19
POS-00628,2026-02-06 18:00:00+00:00,BUY,68.66,79.59
POS-00629,2026-02-06 21:45:00+00:00,BUY,57.9,69.58
POS-00630,2026-02-07 01:00:00+00:00,BUY,10.33,49.41
POS-00631,2026-02-07 01:30:00+00:00,SELL,37.12,-8.02
POS-00632,2026-02-07 09:15:00+00:00,SELL,56.01,51.87
POS-00633,2026-02-07 10:15:00+00:00,BUY,60.02,58.55
POS-00634,2026-02-07 11:45:00+00:00,BUY,41.14,55.72
POS-00635,2026-02-08 03:30:00+00:00,SELL,20.05,12.7
POS-00636,2026-02-08 15:15:00+00:00,SELL,82.27,88.53
POS-00637,2026-02-08 21:45:00+00:00,BUY,42.32,39.84
POS-00638,2026-02-09 05:00:00+00:00,SELL,62.39,52.03
POS-00639,2026-02-10 03:30:00+00:00,BUY,47.79,44.62
POS-00640,2026-02-10 05:30:00+00:00,SELL,11.46,49.83
POS-00641,2026-02-10 06:15:00+00:00,BUY,23.94,43.16
POS-00642,2026-02-10 13:15:00+00:00,SELL,10.04,96.4
POS-00643,2026-02-10 17:00:00+00:00,SELL,20.26,82.36
POS-00644,2026-02-10 17:15:00+00:00,SELL,21.01,102.25
POS-00645,2026-02-10 17:45:00+00:00,BUY,38.19,77.05
POS-00646,2026-02-10 23:15:00+00:00,SELL,30.74,32.75
POS-00647,2026-02-10 23:30:00+00:00,SELL,34.0,47.97
POS-00648,2026-02-11 12:15:00+00:00,BUY,70.35,77.31
POS-00649,2026-02-11 12:30:00+00:00,BUY,6.71,71.3
POS-00650,2026-02-11 20:00:00+00:00,SELL,13.27,68.23
POS-00651,2026-02-11 22:00:00+00:00,SELL,69.62,64.02
POS-00652,2026-02-12 00:15:00+00:00,BUY,47.72,63.6
POS-00653,2026-02-12 03:30:00+00:00,SELL,40.11,54.57
POS-00654,2026-02-13 00:30:00+00:00,BUY,26.39,46.61
POS-00655,2026-02-13 02:00:00+00:00,BUY,48.39,48.61
POS-00656,2026-02-13 02:15:00+00:00,SELL,22.73,-4.53
POS-00657,2026-02-13 19:00:00+00:00,BUY,73.67,72.07
POS-00658,2026-02-14 01:15:00+00:00,BUY,70.92,26.73
POS-00659,2026-02-14 02:30:00+00:00,BUY,30.75,64.04
POS-00660,2026-02-14 04:30:00+00:00,BUY,6.96,28.55
POS-00661,2026-02-14 06:45:00+00:00,BUY,76.01,55.65
POS-00662,2026-02-14 07:30:00+00:00,BUY,28.89,41.98
POS-00663,2026-02-14 15:15:00+00:00,BUY,57.55,56.27
POS-00664,2026-02-14 21:00:00+00:00,BUY,73.65,33.68
POS-00665,2026-02-15 10:15:00+00:00,BUY,68.87,63.68
POS-00666,2026-02-15 11:45:00+00:00,BUY,74.0,43.86
POS-00667,2026-02-15 17:00:00+00:00,SELL,44.13,63.98
POS-00668,2026-02-15 18:15:00+00:00,SELL,72.38,84.21
POS-00669,2026-02-15 22:45:00+00:00,BUY,41.89,59.94
POS-00670,2026-02-16 04:00:00+00:00,SELL,26.11,53.62
POS-00671,2026-02-16 21:15:00+00:00,BUY,43.48,78.49
POS-00672,2026-02-17 01:00:00+00:00,BUY,31.83,48.76
POS-00673,2026-02-17 01:30:00+00:00,BUY,66.37,62.66
POS-00674,2026-02-17 01:45:00+00:00,SELL,71.54,55.42
POS-00675,2026-02-17 09:15:00+00:00,BUY,16.29,66.27
POS-00676,2026-02-17 10:00:00+00:00,SELL,18.15,85.15
POS-00677,2026-02-17 10:30:00+00:00,BUY,35.69,75.53
POS-00678,2026-02-17 17:00:00+00:00,SELL,42.06,77.99
POS-00679,2026-02-18 04:15:00+00:00,SELL,81.51,58.11
POS-00680,2026-02-18 08:30:00+00:00,SELL,80.34,84.11
POS-00681,2026-02-18 22:00:00+00:00,BUY,82.36,50.16
POS-00682,2026-02-19 02:30:00+00:00,BUY,63.38,22.71
POS-00683,2026-02-19 03:45:00+00:00,BUY,59.18,59.75
POS-00684,2026-02-19 05:15:00+00:00,SELL,26.63,38.2
POS-00685,2026-02-19 08:30:00+00:00,BUY,34.81,73.41
POS-00686,2026-02-19 10:45:00+00:00,BUY,5.21,71.93
POS-00687,2026-02-20 03:45:00+00:00,SELL,71.64,38.93
POS-00688,2026-02-20 04:00:00+00:00,BUY,27.09,44.57
POS-00689,2026-02-20 17:00:00+00:00,BUY,11.34,92.5
POS-00690,2026-02-20 21:00:00+00:00,SELL,30.25,71.98
POS-00691,2026-02-20 21:45:00+00:00,BUY,30.85,71.14
POS-00692,2026-02-21 00:00:00+00:00,BUY,62.92,66.65
POS-00693,2026-02-21 05:00:00+00:00,BUY,5.46,29.37
POS-00694,2026-02-21 14:15:00+00:00,BUY,23.4,85.6
POS-00695,2026-02-21 16:30:00+00:00,BUY,76.72,93.24
POS-00696,2026-02-21 22:45:00+00:00,SELL,73.39,38.12
POS-00697,2026-02-22 13:00:00+00:00,SELL,55.32,99.13
POS-00698,2026-02-22 22:00:00+00:00,SELL,49.72,39.19
POS-00699,2026-02-23 14:00:00+00:00,SELL,22.81,84.19
POS-00700,2026-02-23 15:15:00+00:00,BUY,75.01,92.78
POS-00701,2026-02-24 00:15:00+00:00,SELL,65.86,38.08
POS-00702,2026-02-24 02:45:00+00:00,SELL,46.03,55.59
POS-00703,2026-02-24 03:45:00+00:00,SELL,17.88,32.28
POS-00704,2026-02-24 05:15:00+00:00,SELL,22.27,51.39
POS-00705,2026-02-24 09:45:00+00:00,SELL,35.34,89.14
POS-00706,2026-02-24 10:00:00+00:00,BUY,31.49,96.19
POS-00707,2026-02-24 10:30:00+00:00,SELL,9.88,87.69
POS-00708,2026-02-24 11:15:00+00:00,BUY,37.51,63.92
POS-00709,2026-02-24 11:45:00+00:00,BUY,40.9,69.77
POS-00710,2026-02-24 14:15:00+00:00,SELL,27.97,86.58
POS-00711,2026-02-24 16:15:00+00:00,SELL,35.74,87.46
POS-00712,2026-02-25 05:00:00+00:00,BUY,31.59,46.98
POS-00713,2026-02-25 06:45:00+00:00,SELL,35.15,73.08
POS-00714,2026-02-25 10:00:00+00:00,SELL,54.52,75.06
POS-00715,2026-02-26 12:00:00+00:00,BUY,44.79,102.31
POS-00716,2026-02-26 16:00:00+00:00,BUY,20.81,84.34
POS-00717,2026-02-26 19:00:00+00:00,BUY,68.62,100.71
POS-00718,2026-02-26 21:15:00+00:00,SELL,46.05,75.39
POS-00719,2026-02-27 02:15:00+00:00,SELL,41.67,63.78
POS-00720,2026-02-27 05:00:00+00:00,SELL,62.07,74.03
POS-00721,2026-02-27 14:00:00+00:00,BUY,65.17,104.9
POS-00722,2026-02-27 18:45:00+00:00,SELL,72.92,83.72
POS-00723,2026-02-27 23:00:00+00:00,SELL,69.9,54.68
POS-00724,2026-02-28 06:45:00+00:00,BUY,58.52,65.49
POS-00725,2026-02-28 22:00:00+00:00,BUY,62.69,60.14
POS-00726,2026-03-01 00:45:00+00:00,BUY,17.57,68.41
POS-00727,2026-03-01 02:30:00+00:00,SELL,60.94,58.42
POS-00728,2026-03-01 09:00:00+00:00,SELL,25.36,85.89
POS-00729,2026-03-01 15:00:00+00:00,BUY,25.63,95.85
POS-00730,2026-03-01 19:15:00+00:00,BUY,14.61,75.11
POS-00731,2026-03-01 21:00:00+00:00,BUY,36.75,37.25
POS-00732,2026-03-01 21:15:00+00:00,BUY,6.59,84.31
POS-00733,2026-03-01 22:00:00+00:00,SELL,57.56,59.4
POS-00734,2026-03-02 07:45:00+00:00,BUY,64.85,70.79
POS-00735,2026-03-02 13:00:00+00:00,BUY,67.04,83.82
POS-00736,2026-03-02 14:30:00+00:00,BUY,15.31,90.95
POS-00737,2026-03-02 16:00:00+00:00,BUY,56.29,143.18
POS-00738,2026-03-02 23:30:00+00:00,SELL,72.06,59.67
POS-00739,2026-03-02 23:45:00+00:00,BUY,7.88,36.47
POS-00740,2026-03-03 00:30:00+00:00,BUY,20.47,50.98
POS-00741,2026-03-03 17:30:00+00:00,BUY,26.42,113.17
POS-00742,2026-03-03 18:00:00+00:00,SELL,41.96,140.86
POS-00743,2026-03-03 22:30:00+00:00,SELL,18.77,56.01
POS-00744,2026-03-04 09:00:00+00:00,BUY,48.11,46.3
POS-00745,2026-03-04 10:15:00+00:00,SELL,32.52,87.18
POS-00746,2026-03-04 15:15:00+00:00,BUY,57.41,97.17
POS-00747,2026-03-04 20:00:00+00:00,SELL,47.51,82.3
POS-00748,2026-03-04 23:45:00+00:00,BUY,59.9,25.11
POS-00749,2026-03-05 00:15:00+00:00,SELL,24.71,59.39
POS-00750,2026-03-05 00:45:00+00:00,BUY,61.57,85.07
POS-00751,2026-03-05 08:45:00+00:00,BUY,63.77,58.07
POS-00752,2026-03-05 10:45:00+00:00,SELL,62.76,119.1
POS-00753,2026-03-05 19:30:00+00:00,BUY,10.48,92.04
POS-00754,2026-03-06 00:00:00+00:00,BUY,80.69,89.77
POS-00755,2026-03-06 03:45:00+00:00,BUY,51.15,67.9
POS-00756,2026-03-06 18:45:00+00:00,BUY,26.79,97.15
POS-00757,2026-03-06 22:30:00+00:00,BUY,39.73,89.65
POS-00758,2026-03-07 06:30:00+00:00,BUY,46.41,68.14
POS-00759,2026-03-08 12:00:00+00:00,BUY,46.42,79.68
POS-00760,2026-03-08 14:45:00+00:00,BUY,24.84,103.04
POS-00761,2026-03-08 16:15:00+00:00,BUY,26.2,87.87
POS-00762,2026-03-08 16:30:00+00:00,SELL,34.09,78.11
POS-00763,2026-03-08 19:30:00+00:00,BUY,67.47,120.42
POS-00764,2026-03-09 01:15:00+00:00,BUY,40.0,53.02
POS-00765,2026-03-09 03:15:00+00:00,BUY,8.09,60.76
POS-00766,2026-03-09 08:00:00+00:00,SELL,41.18,81.74
POS-00767,2026-03-09 09:00:00+00:00,BUY,21.11,70.89
POS-00768,2026-03-09 11:00:00+00:00,BUY,5.99,81.45
POS-00769,2026-03-09 12:15:00+00:00,SELL,83.16,92.67
POS-00770,2026-03-09 13:15:00+00:00,BUY,28.5,96.52
POS-00771,2026-03-09 14:30:00+00:00,SELL,48.0,101.1
POS-00772,2026-03-09 20:00:00+00:00,SELL,33.66,102.13
POS-00773,2026-03-09 22:15:00+00:00,BUY,9.27,60.55
POS-00774,2026-03-09 22:45:00+00:00,SELL,77.07,66.63
POS-00775,2026-03-10 00:45:00+00:00,BUY,79.85,79.47
POS-00776,2026-03-10 07:15:00+00:00,BUY,19.91,76.39
POS-00777,2026-03-10 07:30:00+00:00,BUY,38.44,96.28
POS-00778,2026-03-10 09:00:00+00:00,SELL,34.89,79.22
POS-00779,2026-03-10 15:45:00+00:00,SELL,18.38,123.85
POS-00780,2026-03-10 16:30:00+00:00,BUY,57.93,118.36
POS-00781,2026-03-10 18:15:00+00:00,SELL,67.56,116.01
POS-00782,2026-03-10 18:30:00+00:00,BUY,65.78,93.06
POS-00783,2026-03-11 05:00:00+00:00,BUY,59.02,58.77
POS-00784,2026-03-11 14:45:00+00:00,SELL,6.4,81.45
POS-00785,2026-03-11 17:30:00+00:00,SELL,23.37,136.0
POS-00786,2026-03-12 07:45:00+00:00,BUY,46.17,79.28
POS-00787,2026-03-12 11:30:00+00:00,SELL,61.23,90.86
POS-00788,2026-03-12 14:00:00+00:00,BUY,35.91,111.66
POS-00789,2026-03-12 16:45:00+00:00,BUY,40.94,125.82
POS-00790,2026-03-12 17:15:00+00:00,BUY,72.26,95.47
POS-00791,2026-03-13 02:15:00+00:00,SELL,6.88,68.04
POS-00792,2026-03-13 04:45:00+00:00,BUY,26.49,86.01
POS-00793,2026-03-13 08:00:00+00:00,SELL,28.19,88.56
POS-00794,2026-03-13 08:30:00+00:00,SELL,84.42,81.76
POS-00795,2026-03-13 10:15:00+00:00,BUY,23.2,100.27
POS-00796,2026-03-14 12:45:00+00:00,SELL,8.77,97.58
